root_uid	eventmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	qnode_type_id	attribute	qnode_attribute_id	start_date_type	start_date	end_date_type	end_date
L0C049963	EVL0C049DQW.000011	L0C049DQW	1411	1414	cure	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	However, there’s no scientific evidence that lemon can cure the disease.	medical	intervention	cure	Q1595418	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000012	L0C049DQW	2254	2260	prevent	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There’s currently no strong evidence that supplementing with vitamin C will prevent or cure COVID-19.	control	impedeinterferewith	prevent	Q1717246	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000013	L0C049DQW	2265	2268	cure	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There’s currently no strong evidence that supplementing with vitamin C will prevent or cure COVID-19.	medical	intervention	cure	Q1595418	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000014	L0C049DQW	2489	2493	cured	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Misinformation spread on social media suggests the virus can be cured by eating foods with a pH (level of acidity) that is higher than the virus’s pH.	medical	intervention	cure	Q1595418	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000015	L0C049DQW	2498	2503	eating	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Misinformation spread on social media suggests the virus can be cured by eating foods with a pH (level of acidity) that is higher than the virus’s pH.	life	consume	unspecified	Q1663054	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000016	L0C049DQW	2463	2470	suggests	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Misinformation spread on social media suggests the virus can be cured by eating foods with a pH (level of acidity) that is higher than the virus’s pH.	contact	contact	broadcast	Q567303	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000017	L0C049DQW	2702	2705	cure	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Some of the "alkaline foods" said to "cure" coronavirus were lemons, limes, oranges, turmeric tea and avocados.	medical	intervention	cure	Q1595418	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000018	L0C049DQW	3168	3171	cure	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Overall, there’s no evidence indicating that foods can even affect the pH levels of blood, cells or tissues – let alone cure viral infections.	medical	intervention	cure	Q1595418	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000019	L0C049DQW	3389	3398	protective	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The ketogenic (keto) diet, which is a high-fat and low-carbohydrate diet, has been said to be protective against COVID-19.	control	impedeinterferewith	prevent	Q1717246	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000020	L0C049DQW	3836	3842	prevent	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	There is also currently no existing scientific evidence demonstrating that a ketogenic diet can prevent coronavirus.	control	impedeinterferewith	prevent	Q1717246	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000021	L0C049DQW	3961	3967	prevent	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The British Dietetic Association (BDA) has stated no specific food or supplements can prevent a person from catching COVID-19.	control	impedeinterferewith	prevent	Q1717246	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000022	L0C049DQW	3983	3990	catching	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The British Dietetic Association (BDA) has stated no specific food or supplements can prevent a person from catching COVID-19.	life	infect	unspecified	Q166231	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000023	L0C049DQW	3918	3923	stated	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The British Dietetic Association (BDA) has stated no specific food or supplements can prevent a person from catching COVID-19.	contact	contact	broadcast	Q567303	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000024	L0C049DQW	5831	5837	protect	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	The bottom line is that there are no miracle foods or supplements guaranteed to protect people from novel coronavirus.	control	impedeinterferewith	prevent	Q1717246	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C049963	EVL0C049DQW.000025	L0C049DQW	5973	5977	fight	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	In addition, there are no EU approved nutrition and health claims that a single food or supplement can fight viral infections, like COVID-19.	medical	intervention	cure	Q1595418	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA
