root_uid	eventmention_id	slot_type	general_slot_type	argmention_id	attribute	qnode_attribute_id
L0C0492UF	EVL0C04958V.000025	Communicator	A0-pag_agent_announcer	ENL0C04958V.000146	EMPTY_NA	EMPTY_NA
L0C0492UF	EVL0C04958V.000025	Topic	A1-ppt_topic_utterance	ENL0C04958V.000305	EMPTY_NA	EMPTY_NA
L0C0492UF	EVL0C04958V.000026	Communicator	A0-pag_agent_announcer	ENL0C04958V.000167	EMPTY_NA	EMPTY_NA
L0C0492UF	EVL0C04958V.000026	Topic	A1-ppt_topic_utterance	ENL0C04958V.000282	EMPTY_NA	EMPTY_NA
L0C0492UF	EVL0C04958V.000026	Topic2	A1-ppt_topic_utterance	ENL0C04958V.000308	EMPTY_NA	EMPTY_NA
L0C0492UF	EVL0C04958V.000027	Communicator	A0-pag_agent_announcer	ENL0C04958V.000199	EMPTY_NA	EMPTY_NA
L0C0492UF	EVL0C04958V.000027	Topic	A1-ppt_topic_utterance	ENL0C04958V.000288	EMPTY_NA	EMPTY_NA
L0C0492UF	EVL0C04958V.000027	Topic2	A1-ppt_topic_utterance	ENL0C04958V.000202	EMPTY_NA	EMPTY_NA
L0C0492UF	EVL0C04958V.000029	Communicator	A0-pag_agent_announcer	ENL0C04958V.000072	EMPTY_NA	EMPTY_NA
L0C0492UF	EVL0C04958V.000029	Topic	A1-ppt_topic_utterance	ENL0C04958V.000227	EMPTY_NA	EMPTY_NA
L0C0492UF	EVL0C04958V.000029	Topic2	A1-ppt_topic_utterance	ENL0C04958V.000075	EMPTY_NA	EMPTY_NA
