root_uid	argmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	qnode_type_id	arg_status	level
L0C04CKAO	ENL0C04CVH2.000012	L0C04CVH2	340	345	Sweden	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Sweden	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000145	L0C04CVH2	389	396	lockdown	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	lockdown	LAW	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000012	L0C04CVH2	340	345	Sweden	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Sweden	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000013	L0C04CVH2	369	371	its	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	its	ORG	Unspecified	Unspecified	Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000002	L0C04CVH2	12	17	Sweden	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Sweden	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000020	L0C04CVH2	552	564	United States	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	United States	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000021	L0C04CVH2	594	598	Trump	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump	PER	Unspecified	Unspecified	Q43229|Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000011	L0C04CVH2	566	569	made	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	made	government	legislate	legislate	Q11028	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000030	L0C04CVH2	1077	1090	administration	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	administration	ORG	Unspecified	Unspecified	Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000153	L0C04CVH2	1099	1124	social distancing measures	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	social distancing measures	LAW	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000044	L0C04CVH2	1641	1654	Anders Tegnell	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Anders Tegnell	PER	Unspecified	Unspecified	Q43229|Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000060	L0C04CVH2	2192	2205	Johan Mattsson	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Johan Mattsson	PER	Unspecified	Unspecified	Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000061	L0C04CVH2	2217	2230	New York Times	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	New York Times	ORG	Unspecified	Unspecified	Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000079	L0C04CVH2	2795	2799	Trump	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Trump	PER	Unspecified	Unspecified	Q43229|Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000016	L0C04CVH2	2899	2905	embrace	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	embrace	government	agreements	unspecified	Q11028	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000089	L0C04CVH2	3202	3216	Lena Hallengren	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Lena Hallengren	PER	Unspecified	Unspecified	Q43229|Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000090	L0C04CVH2	3236	3251	Associated Press	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Associated Press	ORG	Unspecified	Unspecified	Q7239|Q43229	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000018	L0C04CVH2	3275	3282	strategy	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	strategy	government	agreements	unspecified	Q11028	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000092	L0C04CVH2	3323	3347	World Health Organization	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	World Health Organization	ORG	Unspecified	Unspecified	Q43229|Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000096	L0C04CVH2	3431	3439	Mike Ryan	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Mike Ryan	PER	Unspecified	Unspecified	Q43229|Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000101	L0C04CVH2	3586	3591	Sweden	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Sweden	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000182	L0C04CVH2	3608	3623	control measures	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	control measures	LAW	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000105	L0C04CVH2	3731	3736	Sweden	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Sweden	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000186	L0C04CVH2	3770	3782	public policy	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	public policy	LAW	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000104	L0C04CVH2	3721	3724	Ryan	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ryan	PER	Unspecified	Unspecified	Q43229|Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKAO	EVL0C04CVH2.000024	L0C04CVH2	3743	3754	put in place	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	put in place	government	legislate	legislate	Q11028	EMPTY_NA	EMPTY_NA
L0C04CKAO	ENL0C04CVH2.000125	L0C04CVH2	4322	4325	Ryan	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Ryan	PER	Unspecified	Unspecified	Q43229|Q215627|Q16334295	EMPTY_NA	EMPTY_NA
