root_uid	argmention_id	child_uid	textoffset_startchar	textoffset_endchar	text_string	mediamention_signaltype	mediamention_starttime	mediamention_endtime	keyframe_id	mediamention_coordinates	description	type	subtype	subsubtype	qnode_type_id	arg_status	level
L0C04CKD8	ENL0C04CVH7.000020	L0C04CVH7	658	670	New York City	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	New York City	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000021	L0C04CVH7	678	691	Bill de Blasio	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Bill de Blasio	PER	Unspecified	Unspecified	Q43229|Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKD8	EVL0C04CVH7.000006	L0C04CVH7	725	732	imposing	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	imposing	government	legislate	legislate	Q11028	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000025	L0C04CVH7	801	808	COVID-19	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	COVID-19	MHI	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	EVL0C04CVH7.000010	L0C04CVH7	865	874	originated	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	originated	artifactexistence	creation	unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000027	L0C04CVH7	830	832	CNN	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	CNN	ORG	Unspecified	Unspecified	Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000026	L0C04CVH7	816	820	Cuomo	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Cuomo	PER	Unspecified	Unspecified	Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000076	L0C04CVH7	848	863	shelter in place	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	shelter in place	ABS	Unspecified	Unspecified	Q7184903|Q8205328	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000035	L0C04CVH7	1119	1123	Cuomo	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Cuomo	PER	Unspecified	Unspecified	Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000042	L0C04CVH7	1269	1281	New York City	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	New York City	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000036	L0C04CVH7	1136	1136	I	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	I	PER	Unspecified	Unspecified	Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKD8	EVL0C04CVH7.000014	L0C04CVH7	1170	1175	rumors	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	rumors	contact	prevarication	unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	EVL0C04CVH7.000012	L0C04CVH7	1197	1204	imprison	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	imprison	government	legislate	legislate	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000053	L0C04CVH7	1543	1550	New York	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	New York	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000054	L0C04CVH7	1554	1558	Cuomo	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Cuomo	PER	Unspecified	Unspecified	Q215627|Q16334295	EMPTY_NA	EMPTY_NA
L0C04CKD8	EVL0C04CVH7.000015	L0C04CVH7	1511	1518	imprison	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	imprison	government	legislate	legislate	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000088	L0C04CVH7	1588	1598	martial law	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	martial law	LAW	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000057	L0C04CVH7	1612	1619	New York	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	New York	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000089	L0C04CVH7	303	313	coronavirus	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	coronavirus	MHI	Unspecified	Unspecified	Q12136	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000021	L0C04CVH7	678	691	Bill de Blasio	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	Bill de Blasio	PER	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
L0C04CKD8	ENL0C04CVH7.000020	L0C04CVH7	658	670	New York City	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	EMPTY_NA	New York City	GPE	Unspecified	Unspecified	EMPTY_NA	EMPTY_NA	EMPTY_NA
